© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
Caspase activation via Dependence Receptors in the absence of ligand	5.68E-01	1E-01	NaN	CASP3	
mRNA Editing	5.68E-01	1E-01	NaN	ADARB1	
Interleukin-9 signaling	5.68E-01	1E-01	NaN	JAK1	
Protein lipoylation	5.68E-01	1E-01	NaN	DLST	
Glycogen Degradation II	5.68E-01	1E-01	NaN	PYGB	
TP53 Regulates Metabolic Genes	5.67E-01	4.71E-02	-2.000	AGO2,LAMTOR1,PRKAB2,YWHAH	
Airway Inflammation in Asthma	5.63E-01	6.06E-02	NaN	ELANE,TGFB1	
Phase I - Functionalization of compounds	5.61E-01	4.42E-02	-2.236	CYB5R3,NCOA2,PTGS1,SMOX,TBXAS1	
Signaling by NOTCH2	5.45E-01	5.88E-02	NaN	ADAM10,MAML3	
4-1BB Signaling in T Lymphocytes	5.45E-01	5.88E-02	NaN	MAP3K5,MAPK1	
Methylglyoxal Degradation III	5.45E-01	5.88E-02	NaN	AKR1A1,AKR7A2	
Role of Chondrocytes in Rheumatoid Arthritis Signaling Pathway	5.37E-01	4.17E-02	-1.633	CAPN2,CASP3,ITGB1,MAPK1,MLKL,PRKAB2	
Erythrocytes take up carbon dioxide and release oxygen	5.33E-01	9.09E-02	NaN	CYB5R1	
Processing and activation of SUMO	5.33E-01	9.09E-02	NaN	SENP2	
Metallothioneins bind metals	5.33E-01	9.09E-02	NaN	MT2A	
NAD Phosphorylation and Dephosphorylation	5.33E-01	9.09E-02	NaN	NNT	
Ketolysis	5.33E-01	9.09E-02	NaN	ACAT2	
Visual phototransduction	5.31E-01	4.92E-02	NaN	GNB5,PRKCA,RGS9	
Oncogene Induced Senescence	5.28E-01	5.71E-02	NaN	CDKN2D,MAPK1	
Nucleotide catabolism	5.28E-01	5.71E-02	NaN	NT5M,NUDT1	
Transcriptional Regulation by NPAS4	5.28E-01	5.71E-02	NaN	AGO2,MAPK1	
Antioxidant Action of Vitamin C	5.25E-01	4.27E-02	NaN	MAPK1,PLA2G12A,PLD3,PRDX6,SLC2A3	
MSP-RON Signaling Pathway	5.19E-01	4.84E-02	NaN	ACTB,ACTG1,PIK3CB	
Th1 and Th2 Activation Pathway	5.13E-01	3.98E-02	NaN	CCR4,CD28,HLA-A,HLA-B,JAK1,PIK3CB,TGFB1	
Ethanol Degradation II	5.11E-01	5.56E-02	NaN	AKR1A1,ALDH9A1	
Triacylglycerol Degradation	5.07E-01	4.76E-02	NaN	MGLL,NDST1,PRDX6	
Vitamin D (calciferol) metabolism	5.01E-01	8.33E-02	NaN	LDLRAP1	
Lysine catabolism	5.01E-01	8.33E-02	NaN	DLST	
Butyrophilin (BTN) family interactions	5.01E-01	8.33E-02	NaN	BTN3A1	
Z-decay: degradation of maternal mRNAs by zygotically expressed factors	5.01E-01	8.33E-02	NaN	EIF4A3	
Ketogenesis	5.01E-01	8.33E-02	NaN	ACAT2	
Glycogen Degradation III	5.01E-01	8.33E-02	NaN	PYGB	
Detoxification of Reactive Oxygen Species	4.95E-01	5.41E-02	NaN	GPX1,PRDX6	
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	4.95E-01	5.41E-02	NaN	CHD3,GATAD2A	
Fatty acyl-CoA biosynthesis	4.95E-01	5.41E-02	NaN	HACD4,PPT1	
Gene and protein expression by JAK-STAT signaling after IL-12 stimulation	4.95E-01	5.41E-02	NaN	ARF1,PSME2	
Mitochondrial biogenesis	4.95E-01	4.69E-02	NaN	MEF2C,NCOA2,PRKAB2	
RNA Polymerase II Transcription	4.91E-01	4E-02	1.633	DDX39A,EIF4A3,POLR2E,SNRPG,SRSF9,TAF3	
Mitochondrial protein import	4.84E-01	4.62E-02	NaN	CHCHD2,CHCHD7,GRPEL1	
IL-15 Production	4.83E-01	4.1E-02	-2.236	FYN,IGF1R,JAK1,SRC,YES1	
MyD88-independent TLR4 cascade	4.8E-01	5.26E-02	NaN	IRAK2,TAB2	
MIF-mediated Glucocorticoid Regulation	4.8E-01	5.26E-02	NaN	MAPK1,PLA2G12A	
Trafficking and processing of endosomal TLR	4.73E-01	7.69E-02	NaN	HSP90B1	
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	4.73E-01	7.69E-02	NaN	FGF2	
Dissolution of Fibrin Clot	4.73E-01	7.69E-02	NaN	SERPINE1	
Activation of IRF by Cytosolic Pattern Recognition Receptors	4.73E-01	4.55E-02	NaN	ISG15,MAVS,PPIB	
Pyridoxal 5'-phosphate Salvage Pathway	4.73E-01	4.55E-02	NaN	BRAF,GRK5,MAPK1	
WNT/Ca+ pathway	4.73E-01	4.55E-02	NaN	ATF4,GSK3B,PRKCA	
Collagen biosynthesis and modifying enzymes	4.62E-01	4.48E-02	NaN	COL6A3,CRTAP,PPIB	
Th1 Pathway	4.59E-01	4E-02	-2.236	CD28,HLA-A,HLA-B,JAK1,PIK3CB	
Tuberculosis Active Signaling Pathway	4.54E-01	3.67E-02	0.333	ATP6V0E1,CASP3,CORO1A,H3-3A,JAK1,MAP4K2,MAPK1,PIK3CB,TNFSF10	
Neurotransmitter release cycle	4.51E-01	5E-02	NaN	STX1A,UNC13B	
Mitophagy	4.51E-01	5E-02	NaN	MFN2,SRC	
Dopamine Degradation	4.51E-01	5E-02	NaN	ALDH9A1,SMOX	
Phospholipases	4.51E-01	4.41E-02	NaN	PLA2G12A,PLD3,PRDX6	
Systemic Lupus Erythematosus in T Cell Signaling Pathway	4.48E-01	3.41E-02	-2.357	ATF4,CASP2,CASP3,CD28,GNA13,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,ITPR1,LEPR,MAPK1,ORAI1,PIK3CB,PPM1L,PPP2R2D,PPP2R5A,RHOBTB1,ROCK2,STIM1,YES1	
Acetylcholine binding and downstream events	4.47E-01	7.14E-02	NaN	CHRNA2	
Glutamate and glutamine metabolism	4.47E-01	7.14E-02	NaN	PYCR2	
Formation of axial mesoderm	4.47E-01	7.14E-02	NaN	SMAD2	
Choline Biosynthesis III	4.47E-01	7.14E-02	NaN	PLD3	
Guanosine Nucleotides Degradation III	4.47E-01	7.14E-02	NaN	NT5M	
Small Cell Lung Cancer Signaling	4.41E-01	4.08E-02	NaN	CCND3,HDAC5,MAX,PIK3CB	
UVA-Induced MAPK Signaling	4.41E-01	4.08E-02	NaN	CASP3,MAPK1,PIK3CB,PRKCA	
RNA Polymerase III Transcription	4.37E-01	4.88E-02	NaN	NFIB,POLR2E	
Formation of WDR5-containing histone-modifying complexes	4.24E-01	4.76E-02	NaN	KANSL3,KMT2C	
Salvage Pathways of Pyrimidine Ribonucleotides	4.24E-01	4E-02	-2.000	BRAF,CMPK1,GRK5,MAPK1	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	4.24E-01	6.67E-02	NaN	HIPK2	
Interleukin-15 signaling	4.24E-01	6.67E-02	NaN	JAK1	
Response of EIF2AK1 (HRI) to heme deficiency	4.24E-01	6.67E-02	NaN	ATF4	
Urate Biosynthesis/Inosine 5'-phosphate Degradation	4.24E-01	6.67E-02	NaN	NT5M	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	4.24E-01	6.67E-02	NaN	SMOX	
SUMOylation of chromatin organization proteins	4.21E-01	4.23E-02	NaN	CHD3,SATB1,SEC13	
Preeclampsia Signaling Pathway	4.16E-01	3.73E-02	-0.816	JAK1,JMJD6,MYL9,PIK3CB,PRKAB2,TGFB1	
mRNA 3 Prime End Processing Signaling Pathway	4.08E-01	3.92E-02	-2.000	EIF4G2,H3-3A,MAPK1,RBBP6	
FAK Signaling	4.04E-01	3.28E-02	-4.459	ADGRE1,AGO2,ARPC1B,CAPN1,CAPN2,CAPNS1,CCR4,CRKL,EGF,ELK3,F2R,F2RL3,FYN,GPR137,GSK3B,IGF1R,ITGA2,ITGA2B,ITGA6,ITGB1,ITGB3,ITGB5,LPAR5,MAPK1,NCK2,OXTR,P2RY1,PIK3CB,PTGIR,RAF1,SRC,TBXA2R,TGFB1,WIPF1	
Xenobiotic Metabolism General Signaling Pathway	4.03E-01	3.68E-02	-2.449	MAP3K5,MAPK1,PIK3CB,PRKCA,PRKCB,RAF1	
Dermatan Sulfate Biosynthesis	4.02E-01	4.11E-02	NaN	DSE,NDST1,XYLT2	
Caspase activation via Death Receptors in the presence of ligand	4.02E-01	6.25E-02	NaN	TNFSF10	
Rap1 signalling	4.02E-01	6.25E-02	NaN	RAF1	
Processing of SMDT1	4.02E-01	6.25E-02	NaN	MICU1	
Granzyme B Signaling	4.02E-01	6.25E-02	NaN	CASP3	
SUMOylation of transcription cofactors	4E-01	4.55E-02	NaN	HIPK2,NCOA2	
TP53 Regulates Transcription of Cell Death Genes	4E-01	4.55E-02	NaN	CASP2,TMEM219	
RNA Polymerase I Transcription	3.93E-01	4.05E-02	NaN	CHD3,GATAD2A,POLR2E	
Metabolism of folate and pterines	3.82E-01	5.88E-02	NaN	MTHFD2L	
Metabolism of Angiotensinogen to Angiotensins	3.82E-01	5.88E-02	NaN	CTSG	
Germ layer formation at gastrulation	3.82E-01	5.88E-02	NaN	SMAD2	
Adenosine Nucleotides Degradation II	3.82E-01	5.88E-02	NaN	NT5M	
Signaling by Retinoic Acid	3.76E-01	4.35E-02	NaN	CPT1A,PDK2	
MIF Regulation of Innate Immunity	3.76E-01	4.35E-02	NaN	MAPK1,PLA2G12A	
Toll-like Receptor Signaling	3.67E-01	3.9E-02	NaN	IRAK2,MAPK1,TAB2	
Interleukin-2 family signaling	3.65E-01	4.26E-02	NaN	JAK1,PIK3CB	
Heme signaling	3.65E-01	4.26E-02	NaN	MEF2C,NCOA2	
Formation of definitive endoderm	3.63E-01	5.56E-02	NaN	SMAD2	
Isoleucine Degradation I	3.63E-01	5.56E-02	NaN	ACAT2	
Xenobiotic Metabolism AHR Signaling Pathway	3.57E-01	3.67E-02	-1.000	ALDH9A1,HDAC5,HSP90B1,NCOA2	
Inositol phosphate metabolism	3.55E-01	4.17E-02	NaN	INPP5A,ITPKB	
TREM1 Signaling	3.51E-01	3.8E-02	NaN	ITGB1,MAPK1,MPO	
Glyoxylate metabolism and glycine degradation	3.46E-01	5.26E-02	NaN	DLST	
γ-linolenate Biosynthesis II (Animals)	3.46E-01	5.26E-02	NaN	CYB5R3	
Mitochondrial L-carnitine Shuttle Pathway	3.46E-01	5.26E-02	NaN	CPT1A	
Receptor-type tyrosine-protein phosphatases	3.3E-01	5E-02	NaN	PTPRS	
Interleukin-12 family signaling	3.3E-01	5E-02	NaN	JAK1	
Valine Degradation I	3.3E-01	5E-02	NaN	ABAT	
Purine Nucleotides Degradation II (Aerobic)	3.3E-01	5E-02	NaN	NT5M	
Transcriptional and post-translational regulation of MITF-M expression and activity	3.25E-01	3.92E-02	NaN	GSK3B,MAPK1	
Assembly of RNA Polymerase II Complex	3.25E-01	3.92E-02	NaN	POLR2E,TAF3	
Binding and Uptake of Ligands by Scavenger Receptors	3.24E-01	3.51E-02	-1.000	CD36,HSP90B1,SCARF1,SPARC	
Branched-chain amino acid catabolism	3.15E-01	4.76E-02	NaN	PPM1K	
Formation of the ureteric bud	3.15E-01	4.76E-02	NaN	ITGB1	
Activation of anterior HOX genes in hindbrain during early embryogenesis	3.13E-01	3.57E-02	NaN	KMT2C,PBX1,POLR2E	
Cellular hexose transport	3.01E-01	4.55E-02	NaN	SLC2A3	
Regulation of TLR by endogenous ligand	3.01E-01	4.55E-02	NaN	CD36	
Formation of paraxial mesoderm	3.01E-01	4.55E-02	NaN	MAML3	
Fatty Acid α-oxidation	3.01E-01	4.55E-02	NaN	ALDH9A1	
ESR-mediated signaling	3E-01	3.39E-02	NaN	AGO2,MAPK1,NCOA2,POLR2E	
Nucleotide salvage	2.87E-01	4.35E-02	NaN	GMPR	
NFE2L2 regulating anti-oxidant/detoxification enzymes	2.87E-01	4.35E-02	NaN	ATF4	
NAD Salvage Pathway II	2.87E-01	4.35E-02	NaN	NT5M	
TCA Cycle II (Eukaryotic)	2.87E-01	4.35E-02	NaN	DLST	
Histamine Degradation	2.87E-01	4.35E-02	NaN	ALDH9A1	
Metabolism of non-coding RNA	2.82E-01	3.57E-02	NaN	SEC13,SNRPG	
DNA Damage/Telomere Stress Induced Senescence	2.82E-01	3.57E-02	NaN	CDKN1A,UBN1	
Deadenylation-dependent mRNA decay	2.82E-01	3.57E-02	NaN	CNOT6L,EIF4A3	
CD27 Signaling in Lymphocytes	2.82E-01	3.57E-02	NaN	CASP3,MAP3K5	
Macrophage Classical Activation Signaling Pathway	2.75E-01	3.19E-02	-1.000	JAK1,JARID2,PKM,STK38,TGFB1,TNFSF10	
Interleukin-6 family signaling	2.75E-01	4.17E-02	NaN	JAK1	
RAS processing	2.75E-01	4.17E-02	NaN	ABHD17A	
Tumoricidal Function of Hepatic Natural Killer Cells	2.75E-01	4.17E-02	NaN	CASP3	
Inflammasome pathway	2.75E-01	4.17E-02	NaN	PANX1	
Processing of Capped Intron-Containing Pre-mRNA	2.68E-01	3.12E-02	2.333	CTNNBL1,DDX39A,DHX16,EIF4A3,POLR2E,SART1,SEC13,SNRPG,SRSF9	
Circadian Clock	2.66E-01	3.45E-02	NaN	MEF2C,NCOA2	
Cytoprotection by HMOX1	2.66E-01	3.45E-02	NaN	NCOA2,SIN3B	
Triacylglycerol Biosynthesis	2.66E-01	3.45E-02	NaN	AGPAT1,LPIN1	
Metabolism of cofactors	2.63E-01	4E-02	NaN	IDH1	
Complex III assembly	2.63E-01	4E-02	NaN	UQCRC1	
Acute Phase Response Signaling	2.63E-01	3.14E-02	-2.236	MAP3K5,MAPK1,PIK3CB,RAF1,SERPINE1,VWF	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	2.62E-01	3.26E-02	NaN	ISG15,ISG20,JAK1	
Regulation of TP53 Activity through Phosphorylation	2.56E-01	3.23E-02	NaN	HIPK2,PRKAB2,TAF3	
WNT ligand biogenesis and trafficking	2.52E-01	3.85E-02	NaN	VPS35	
Interleukin-20 family signaling	2.52E-01	3.85E-02	NaN	JAK1	
Cardiomyocyte Differentiation via BMP Receptors	2.52E-01	3.85E-02	NaN	MEF2C	
IL-17A Signaling in Gastric Cells	2.52E-01	3.85E-02	NaN	MAPK1	
Estrogen-mediated S-phase Entry	2.52E-01	3.85E-02	NaN	CDKN1A	
Pyrimidine Deoxyribonucleotides De Novo Biosynthesis I	2.52E-01	3.85E-02	NaN	CMPK1	
Ethanol Degradation IV	2.52E-01	3.85E-02	NaN	ALDH9A1	
GABA receptor activation	2.52E-01	3.33E-02	NaN	ADCY3,GNB5	
Dermatan Sulfate Biosynthesis (Late Stages)	2.52E-01	3.33E-02	NaN	DSE,NDST1	
Retinoic acid Mediated Apoptosis Signaling	2.45E-01	3.28E-02	NaN	CASP3,TNFSF10	
Class B/2 (Secretin family receptors)	2.45E-01	3.16E-02	NaN	ADGRE1,GNAS,GNB5	
Serotonin Degradation	2.45E-01	3.16E-02	NaN	AKR1A1,ALDH9A1,SMOX	
ATF4 activates genes in response to endoplasmic reticulum stress	2.41E-01	3.7E-02	NaN	ATF4	
Cardiogenesis	2.41E-01	3.7E-02	NaN	MEF2C	
Stearate Biosynthesis I (Animals)	2.32E-01	3.17E-02	NaN	ACOT7,TBXAS1	
MTOR signalling	2.32E-01	3.57E-02	NaN	LAMTOR1	
Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3	2.32E-01	3.57E-02	NaN	NCOA2	
Peroxisomal protein import	2.25E-01	3.12E-02	NaN	CRAT,IDH1	
Peroxisomal lipid metabolism	2.22E-01	3.45E-02	NaN	CRAT	
Myogenesis	2.22E-01	3.45E-02	NaN	MEF2C	
Processing of Capped Intronless Pre-mRNA	2.22E-01	3.45E-02	NaN	SNRPG	
Role of p14/p19ARF in Tumor Suppression	2.22E-01	3.45E-02	NaN	PIK3CB	
mRNA Capping	2.13E-01	3.33E-02	NaN	POLR2E	
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	2.13E-01	3.33E-02	NaN	SMAD2	
Signaling by CSF3 (G-CSF)	2.13E-01	3.33E-02	NaN	JAK1	
Regulation of CDH11 Expression and Function	2.13E-01	3.33E-02	NaN	AGO2	
Gluconeogenesis I	2.13E-01	3.33E-02	NaN	ENO2	
G-protein beta:gamma signalling	1.97E-01	3.12E-02	NaN	GNB5	
Pathogen Induced Cytokine Storm Signaling Pathway	-0E00	2.62E-02	-0.632	BHLHE40,CASP3,COL6A3,JAK1,MAPK1,MLKL,SLC2A3,TGFB1,TNFSF10,UNC13D	
Chaperone Mediated Autophagy Signaling Pathway	-0E00	2.67E-02	-0.500	APP,ATP6V0E1,CTSA,HSP90B1,HSPA5,HTT,IDH1,IGF1R,MAPK1,PIK3CB,PRKAB2,PSMA7,PSMB1,PSMB10,PSMB6,PSME2,RAB11B	
NFKBIE Signaling Pathway	-0E00	4.45E-03	NaN	PPP6R1,TNFSF10	
LPS/IL-1 Mediated Inhibition of RXR Function	-0E00	2.68E-02	NaN	ABCC3,ABCC4,ALDH9A1,CPT1A,CRAT,NDST1,PAPSS2,SMOX	
Meiotic synapsis	-0E00	1.82E-02	NaN	LMNA	
Potassium Channels	-0E00	2.91E-02	NaN	GNB5,KCNA3,KCNK6	
Telomere Maintenance	-0E00	2.25E-02	NaN	H3-3A,POLR2E	
Complement cascade	-0E00	2.21E-02	NaN	CD46,CLU,ELANE	
Toll Like Receptor 3 (TLR3) Cascade	-0E00	3.03E-02	NaN	TAB2	
SRP-dependent cotranslational protein targeting to membrane	-0E00	1.41E-02	NaN	SEC61G,SRPRA	
Cytosolic sensors of pathogen-associated DNA	-0E00	1.56E-02	NaN	POLR2E	
Regulation of beta-cell development	-0E00	2.38E-02	NaN	MAML3	
Metabolism of steroid hormones	-0E00	2.63E-02	NaN	TSPO	
Generic Transcription Pathway	-0E00	1.17E-02	-2.236	HDAC5,MAML3,MED13,NR2C2,ZNF792	
Gene Silencing by RNA	-0E00	2.94E-02	NaN	AGO2,POLR2E,SEC13	
PRC2 methylates histones and DNA	-0E00	2.86E-02	NaN	JARID2	
Selenoamino acid metabolism	-0E00	6.85E-03	NaN	PAPSS2	
SUMOylation of DNA damage response and repair proteins	-0E00	2.6E-02	NaN	HERC2,SEC13	
SUMOylation of ubiquitinylation proteins	-0E00	2.56E-02	NaN	SEC13	
Class A/1 (Rhodopsin-like receptors)	-0E00	3.01E-02	-3.162	APP,CCR4,F2R,F2RL3,LPAR5,OXTR,P2RY1,PSAP,PTGIR,TBXA2R	
Olfactory Signaling Pathway	-0E00	1.35E-02	NaN	ADCY3	
SUMOylation of SUMOylation proteins	-0E00	2.86E-02	NaN	SEC13	
Transport of vitamins, nucleosides, and related molecules	-0E00	2.33E-02	NaN	SLC35D2	
NoRC negatively regulates rRNA expression	-0E00	2.99E-02	NaN	POLR2E,SIN3B	
SUMOylation of RNA binding proteins	-0E00	2.13E-02	NaN	SEC13	
SUMOylation of DNA replication proteins	-0E00	2.17E-02	NaN	SEC13	
HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	-0E00	1.75E-02	NaN	HERC2,SLX4	
Nonhomologous End-Joining (NHEJ)	-0E00	2.04E-02	NaN	HERC2	
DNA Double Strand Break Response	-0E00	1.69E-02	NaN	HERC2	
Nucleotide Excision Repair	-0E00	1.83E-02	NaN	ACTB,POLR2E	
Fanconi Anemia Pathway	-0E00	2.63E-02	NaN	SLX4	
Interleukin-10 signaling	-0E00	2.22E-02	NaN	JAK1	
Major pathway of rRNA processing in the nucleolus and cytosol	-0E00	1.08E-02	NaN	DDX21,FTSJ3	
TP53 Regulates Transcription of DNA Repair Genes	-0E00	2.86E-02	NaN	CDK12,POLR2E	
Keratinization	-0E00	1.85E-02	-2.000	CAPN1,CAPNS1,FURIN,PCSK6	
Regulation of TP53 Expression and Degradation	-0E00	2.63E-02	NaN	CCNG1	
RNA polymerase II transcribes snRNA genes	-0E00	2.41E-02	NaN	INTS10,POLR2E	
Eukaryotic Translation Initiation	-0E00	6.67E-03	NaN	EIF2B1	
Nucleosome assembly	-0E00	2.04E-02	NaN	CENPT	
Signaling by PTK6	-0E00	1.82E-02	NaN	EGF	
Transcriptional Regulation by VENTX	-0E00	2.5E-02	NaN	ANAPC5	
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	-0E00	2.78E-02	NaN	CDKN1A	
Collagen chain trimerization	-0E00	2.27E-02	NaN	COL6A3	
Transcriptional Regulation by E2F6	-0E00	2.94E-02	NaN	MAX	
NR1H2 and NR1H3-mediated signaling	-0E00	1.96E-02	NaN	AGO2	
Iron uptake and transport	-0E00	1.67E-02	NaN	ATP6V0E1	
Nonsense-Mediated Decay (NMD)	-0E00	1.71E-02	NaN	EIF4A3,SMG7	
Response of EIF2AK4 (GCN2) to amino acid deficiency	-0E00	9.71E-03	NaN	ATF4	
Aspirin ADME	-0E00	2.27E-02	NaN	ABCC3	
LXR/RXR Activation	-0E00	2.31E-02	NaN	CD36,CLU,HADH	
CGAS-STING Signaling Pathway	-0E00	2.9E-02	-1.000	ATP6V0E1,CDKN1A,TGFB1,TNFSF10	
FXR/RXR Activation	-0E00	2.05E-02	-1.000	PRKAB2,SRC,TGFB1,TNFSF10	
Cohesin Chromatin Regulation Pathway	-0E00	3.04E-02	-2.121	ANAPC5,H2AZ1,MED12L,MED13,POLR2E,PPM1L,PPP2R2D,PPP2R5A	
Post-translational modification: synthesis of GPI-anchored proteins	-0E00	1.08E-02	NaN	CD109	
Replacement of protamines by nucleosomes in the male pronucleus	-0E00	2.7E-02	NaN	H3-3A	
Mitochondrial protein degradation	-0E00	3.06E-02	NaN	APP,CHCHD2,HADH	
Respiratory electron transport	-0E00	2.27E-02	NaN	ETFA,UQCRC1	
Complex I biogenesis	-0E00	1.47E-02	NaN	NDUFAF3	
Complex IV assembly	-0E00	2.08E-02	NaN	PNKD	
TRIM21 Intracellular Antibody Signaling Pathway	-0E00	2.12E-02	2.309	IFI35,JAK1,NMI,PSMA7,PSMB1,PSMB10,PSMB6,PSMC2,PSMC3,PSMD7,PSME2,TAB2	
Bone Mineralization Signaling Pathway	-0E00	2.08E-02	NaN	FGF2,GNAQ,IGF1R	
ID3 Signaling Pathway	-0E00	8.27E-03	-0.707	ANAPC5,BMP6,CCND3,CDKN1A,EGF,MAPK1,SMAD2,TGFB1	
Role of BRCA1 in DNA Damage Response	-0E00	2.5E-02	NaN	ACTB,CDKN1A	
Role of RIG1-like Receptors in Antiviral Innate Immunity	-0E00	2.13E-02	NaN	MAVS	
Role of NFAT in Regulation of the Immune Response	-0E00	1.81E-02	-3.207	CALM3,CD28,FYN,GNA13,GNAO1,GNAQ,GNAS,GNAZ,GNB5,GSK3B,HLA-A,HLA-B,ITPR1,ITPR2,MAPK1,MEF2C,ORAI1,PIK3CB,RAF1	
FcγRIIB Signaling in B Lymphocytes	-0E00	5.63E-03	NaN	ITPR1,ITPR2,PIK3CB	
CCR5 Signaling in Macrophages	-0E00	2.4E-02	-2.000	CALM3,GNA13,GNAO1,GNAQ,GNAS,GNAZ,GNB5,ITPR1,ITPR2,MAPK1,PRKCA,PRKCB	
Calcium-induced T Lymphocyte Apoptosis	-0E00	2.37E-02	-3.000	ATP2A2,ATP2A3,CALM3,CAPN2,HLA-A,HLA-B,ITPR1,ITPR2,ORAI1,PRKCA,PRKCB	
Cytotoxic T Lymphocyte-mediated Apoptosis of Target Cells	-0E00	1.4E-02	NaN	CASP3,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Induction of Apoptosis by HIV1	-0E00	3.03E-02	NaN	CASP3,MAP3K5	
B Cell Activating Factor Signaling	-0E00	2.33E-02	NaN	MAPK1	
T Helper Cell Differentiation	-0E00	8.44E-03	NaN	CD28,HLA-A,HLA-B,TGFB1	
CD28 Signaling in T Helper Cells	-0E00	1.92E-02	-2.646	ARPC1B,CALM3,CD28,FYN,GRAP2,HLA-A,HLA-B,ITPR1,ITPR2,PIK3CB	
IL-15 Signaling	-0E00	7.59E-03	-2.000	JAK1,MAPK1,PIK3CB,RAF1	
Role of Cytokines in Mediating Communication between Immune Cells	-0E00	1.82E-02	NaN	TGFB1	
Dendritic Cell Maturation	-0E00	1.48E-02	-2.646	ATF4,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,LEPR,MAPK1,PIK3CB	
Angiopoietin Signaling	-0E00	2.6E-02	NaN	DOK2,PIK3CB	
ICOS-ICOSL Signaling in T Helper Cells	-0E00	1.76E-02	-2.236	CALM3,CD28,GRAP2,HLA-A,HLA-B,ITPR1,ITPR2,PIK3CB,PLEKHA4	
Lipid Antigen Presentation by CD1	-0E00	4.83E-03	NaN	AP2M1,PSAP	
Maturity Onset Diabetes of Young (MODY) Signaling	-0E00	1.28E-02	NaN	UCP2	
DNA Methylation and Transcriptional Repression Signaling	-0E00	3.06E-02	NaN	CDK12,CHD3,GATAD2A	
Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	-0E00	2.17E-02	NaN	JARID2	
Type I Diabetes Mellitus Signaling	-0E00	1.95E-02	-2.000	CASP3,CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,JAK1,MAP3K5,MAPK1	
Basal Cell Carcinoma Signaling	-0E00	2.82E-02	NaN	BMP6,GSK3B	
Primary Immunodeficiency Signaling	-0E00	1.61E-02	NaN	RFXANK	
Allograft Rejection Signaling	-0E00	1.22E-02	NaN	CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Autoimmune Thyroid Disease Signaling	-0E00	1.3E-02	NaN	CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Graft-versus-Host Disease Signaling	-0E00	1.34E-02	NaN	CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
p70S6K Signaling	-0E00	2.58E-02	-2.496	F2R,F2RL3,GNAQ,IRS1,JAK1,MAPK1,PIK3CB,PPM1L,PPP2R2D,PPP2R5A,PRKCA,PRKCB,RAF1,SRC,YWHAH	
G Protein Signaling Mediated by Tubby	-0E00	1.71E-02	-2.828	GNA13,GNAO1,GNAQ,GNAS,GNAZ,GNB5,GRAP2,VAV3	
Communication between Innate and Adaptive Immune Cells	-0E00	6.38E-03	-2.000	CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
Systemic Lupus Erythematosus Signaling	-0E00	1.03E-02	NaN	CD28,CD2BP2,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,MAPK1,PIK3CB,SART1,SNRPG	
April Mediated Signaling	-0E00	2.38E-02	NaN	MAPK1	
Phospholipase C Signaling	-0E00	2.85E-02	-4.243	ADCY3,ARHGEF12,ATF4,CALM3,FYN,GNA13,GNAQ,GNAS,GNB5,GRAP2,GUCY1A1,GUCY1B1,HDAC5,ITGA2,ITGA2B,ITGA6,ITGB1,ITGB3,ITGB5,ITPR1,ITPR2,MAPK1,MEF2C,MYL9,PLA2G12A,PLD3,PPP1R14A,PRKCA,PRKCB,RAF1,RHOBTB1,SRC	
Altered T Cell and B Cell Signaling in Rheumatoid Arthritis	-0E00	5.3E-03	NaN	CD28,HLA-A,HLA-B,PRTN3,TGFB1	
B Cell Development	-0E00	4.07E-03	NaN	HLA-A,HLA-B	
Regulation of IL-2 Expression in Activated and Anergic T Lymphocytes	-0E00	1.71E-02	-1.134	CALM3,CD28,FYN,MAPK1,RAF1,SMAD2,TGFB1,VAV3	
Granzyme A Signaling	-0E00	2.67E-02	NaN	F2R,MBP	
Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza	-0E00	2.56E-02	NaN	GSK3B,NCOA2	
TWEAK Signaling	-0E00	2.63E-02	NaN	CASP3	
